overture_id	name
ec7f120f-7832-4461-aad7-a2982209d1d1	Encontrei A NOSSA CASA
eca82090-cf5b-4fcd-9e2c-26ce6c5b55c8	Retrosaria " A Casa das Linhas"
eccaeb14-4892-4865-98e6-8e8c28897d08	Casa Rocha
ecfc7cfe-1a9e-454a-82bc-964d33fd8baa	Basquetebol Casa Benfica de Palmela
ed18e8ed-3814-42e4-897a-e0895f8eee86	Casa de Pasto
ed9500c7-f863-4617-85ce-a4d9bcf7bbbc	Casa das Prendas
edf2ced8-5be8-4473-aaa8-822a3e6e7413	Rancho Folclorico da Casa do Povo do Reguengo do Fetal
ee123286-01e7-4de4-9009-96f799a747b2	Casa Lima
ee23ef4d-305a-43a4-bfc4-1694e4f0811f	Casa Pires Olhão
ee8e62a9-cc27-4ac8-bb6e-e725d68584a5	Casa Pulguinha
efe70063-495f-42f0-8b8a-4b44d4fce5c9	Casa e Conforto
efe95e29-f292-4e9b-8c82-c894cd98c0e2	Alojamento Local - Casa da Porta da Vila
f0080fc4-8a7b-4eda-ba9b-9a2f2e8c0deb	Casa Abrantes
f0dcc889-56d4-4341-9609-d6f2e8956ae0	Casa dos Balões
f157e835-d9a4-46da-a6c2-bd53fc4e30d2	Casa dos Bolos - Helena Inácio
f2f5c868-53d9-40a7-9a94-5e61641eb9c2	Casa Cristovao Bemposta - Entire Place
f35b40d8-7c6d-4667-b2c1-ff52a5c998ec	Casa Invertida
f50f53b7-2047-489b-a7b6-2ca5f9f7d958	Casa Castanheira - fabrico caseiro e artesanal de pasteis de Vouzela
f82402f3-eda6-4860-8e45-8e65bd8e1ce9	Vidalegre - Casa e Decoração
f84529da-26da-46b6-9386-9fc99b46424f	Epopeia Casa De Tecidos
f8488720-6e6e-4c23-9cac-c8b6b916f595	Santa Casa Da Misericórdia De Castro Marim
f8bcb1ca-6863-42d1-baa7-be63d5b60df7	Casa Do povo De cesar
fa87c56d-2923-4019-a89f-e2d7d791dd08	Casa China
fadd3776-9bec-4793-961c-be76b5ee4420	Torneio Futsal Casa do Povo Aveiras de Cima
fafa3c27-b130-43e0-98cd-2427a8dd932e	Casa das Sementes
fb7a5c94-5de8-47c0-a44c-6f08f9c8ff15	Casa de férias Lisboa
fc64f862-aa21-47bb-a6ec-4858844c2aed	CASA De Sementes SERPA
fccb4eeb-1125-4b26-b634-341f89c6d48c	Casa da Lita
fdf075a2-65de-4add-a70f-a24187c50182	Casa Dos Tecidos
fdf39582-9a7a-4162-bbf6-b08b3bbc6a49	Casa dos Cafés Portela, Centro Colombo
ff5927fa-17c0-4744-8697-22f48f501d21	Casa Santa Maria
ff96e9c6-e7f6-4768-bf1c-da41ee4edf83	Casa de Pasto Trancosa
